cluster_label,source_row_index,source_material_id,source_formula_pretty_x,neighbor_row_index,neighbor_material_id,neighbor_formula_pretty,similarity_distance,similarity_rank_within_source,similarity_distance_percentile,similarity_level,source_formula_pretty_y,source_cost,source_unit,source_year,source_cost_class,source_cost_rank_within_cluster,neighbor_formula_pretty_verified,neighbor_cost,neighbor_unit,neighbor_year,neighbor_cost_class,neighbor_cost_rank_within_cluster,cost_difference,cost_saving,is_lower_cost_alternative
4,7502,mp-1018029,CuPd,33310,mp-6938,ZnRh,0.3065045302945258,1,0.2,high_similarity,CuPd,9947.305,($/mt),2025.0,medium_cost,8,ZnRh,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
1,22128,mp-1025039,PbS2,187,mp-23231,AgBr,0.4899298777185318,1,0.2,high_similarity,PbS2,1962.235,($/mt),2025.0,low_cost,4,AgBr,39.80466666667,($/troy oz),2025.0,low_cost,1,-1922.4303333333298,1922.4303333333298,True
4,33091,mp-1047156,Zn(CuO2)2,88,mp-4691,Ag2CO3,0.3031947846020064,2,0.4,moderate_similarity,Zn(CuO2)2,2867.52833333333,($/mt),2025.0,medium_cost,6,Ag2CO3,39.80466666667,($/troy oz),2025.0,low_cost,1,-2827.72366666666,2827.72366666666,True
3,21592,mp-1070761,Ni(BW)2,33088,mp-28786,Zn(BIr)2,0.2198489572885395,2,0.4,moderate_similarity,Ni(BW)2,15162.1583333333,($/mt),2025.0,high_cost,9,Zn(BIr)2,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
4,21675,mp-1078540,Ni6Ge2B,500,mp-1228832,AlNi6Ge,0.1283421560526299,3,0.6,moderate_similarity,Ni6Ge2B,15162.1583333333,($/mt),2025.0,high_cost,9,AlNi6Ge,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
3,521,mp-10909,AlRe2,21995,mp-2082,PIr2,0.2568114896247694,1,0.2,high_similarity,AlRe2,2631.69583333333,($/mt),2025.0,low_cost,5,PIr2,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
4,324,mp-10910,Al2Ru,21913,mp-1413,P2Ru,0.3174522099481093,1,0.2,high_similarity,Al2Ru,2631.69583333333,($/mt),2025.0,low_cost,5,P2Ru,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
4,324,mp-10910,Al2Ru,21911,mp-15953,P2Rh,0.40648535095327,2,0.4,moderate_similarity,Al2Ru,2631.69583333333,($/mt),2025.0,low_cost,5,P2Rh,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
2,21587,mp-1096784,Ni(AsO2)2,33322,mp-18373,ZnSe2O5,0.3115774055830888,2,0.4,moderate_similarity,Ni(AsO2)2,15162.1583333333,($/mt),2025.0,high_cost,9,ZnSe2O5,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
4,21594,mp-1101457,Ni(BiO3)2,144,mp-554357,Ag4TeO5,0.6252827435265131,3,0.6,moderate_similarity,Ni(BiO3)2,15162.1583333333,($/mt),2025.0,high_cost,9,Ag4TeO5,39.80466666667,($/troy oz),2025.0,low_cost,1,-15122.35366666663,15122.35366666663,True
3,21593,mp-1104181,Ni(BW)3,7371,mp-1225826,Cu2B3Ir4,0.3619050353634651,2,0.4,moderate_similarity,Ni(BW)3,15162.1583333333,($/mt),2025.0,high_cost,9,Cu2B3Ir4,9947.305,($/mt),2025.0,high_cost,8,-5214.8533333333,5214.8533333333,True
3,7405,mp-1105186,Cu3B5Pt9,33223,mp-579677,ZnB3Ir4,0.2082778774780149,1,0.2,high_similarity,Cu3B5Pt9,9947.305,($/mt),2025.0,high_cost,8,ZnB3Ir4,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
3,7405,mp-1105186,Cu3B5Pt9,33207,mp-1215752,Zn6B5Ir11,0.2833070045787567,2,0.4,moderate_similarity,Cu3B5Pt9,9947.305,($/mt),2025.0,high_cost,8,Zn6B5Ir11,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
1,26832,mp-1170,SnS2,404,mp-2172,AlAs,0.420471498984067,1,0.2,high_similarity,SnS2,34058.8358333333,($/mt),2025.0,high_cost,10,AlAs,2631.69583333333,($/mt),2025.0,medium_cost,5,-31427.13999999997,31427.13999999997,True
0,21707,mp-1180537,NiH12(ClO6)2,21923,mp-759344,P3H30N7O12,0.6189382813464878,3,0.6,moderate_similarity,NiH12(ClO6)2,15162.1583333333,($/mt),2025.0,high_cost,8,P3H30N7O12,152.5,($/mt),2025.0,low_cost,2,-15009.6583333333,15009.6583333333,True
4,21734,mp-1186117,NiPt3,33308,mp-30856,ZnPt3,0.3073705983177529,3,0.6,moderate_similarity,NiPt3,15162.1583333333,($/mt),2025.0,high_cost,9,ZnPt3,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
1,33139,mp-1188466,Zn2IN,22007,mp-3123,PPdSe,0.6377585654414971,3,0.6,moderate_similarity,Zn2IN,2867.52833333333,($/mt),2025.0,medium_cost,6,PPdSe,152.5,($/mt),2025.0,low_cost,2,-2715.02833333333,2715.02833333333,True
1,33325,mp-1189914,ZnSi(AgS2)2,182,mp-556434,AgBi(PS3)2,0.6384463260174581,2,0.4,moderate_similarity,ZnSi(AgS2)2,2867.52833333333,($/mt),2025.0,medium_cost,6,AgBi(PS3)2,39.80466666667,($/troy oz),2025.0,low_cost,1,-2827.72366666666,2827.72366666666,True
1,33320,mp-1190,ZnSe,187,mp-23231,AgBr,0.5845071122866196,1,0.2,high_similarity,ZnSe,2867.52833333333,($/mt),2025.0,medium_cost,6,AgBr,39.80466666667,($/troy oz),2025.0,low_cost,1,-2827.72366666666,2827.72366666666,True
1,7438,mp-1190563,Cu6Hg3(SbS3)4,138,mp-17568,Ag3Sn2(GeP2)3,0.452787945034769,2,0.4,moderate_similarity,Cu6Hg3(SbS3)4,9947.305,($/mt),2025.0,high_cost,8,Ag3Sn2(GeP2)3,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
1,7480,mp-1192231,CuIO4,668,mp-559824,Au2Se3O10,0.5127314716520518,2,0.4,moderate_similarity,CuIO4,9947.305,($/mt),2025.0,high_cost,8,Au2Se3O10,3441.50583333333,($/troy oz),2025.0,high_cost,7,-6505.79916666667,6505.79916666667,True
3,21679,mp-1194082,Ni6W6C,33207,mp-1215752,Zn6B5Ir11,0.3188955426411236,1,0.2,high_similarity,Ni6W6C,15162.1583333333,($/mt),2025.0,high_cost,9,Zn6B5Ir11,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
3,21679,mp-1194082,Ni6W6C,33202,mp-1238725,Zn5B3Ir7,0.3409465990517444,2,0.4,moderate_similarity,Ni6W6C,15162.1583333333,($/mt),2025.0,high_cost,9,Zn5B3Ir7,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
3,21679,mp-1194082,Ni6W6C,7405,mp-1105186,Cu3B5Pt9,0.5033579322858399,3,0.6,moderate_similarity,Ni6W6C,15162.1583333333,($/mt),2025.0,high_cost,9,Cu3B5Pt9,9947.305,($/mt),2025.0,high_cost,8,-5214.8533333333,5214.8533333333,True
3,26760,mp-1194504,Sn3Ir2Se3,140,mp-5710,Ag3Te2Au,0.6309420404020966,1,0.2,high_similarity,Sn3Ir2Se3,34058.8358333333,($/mt),2025.0,high_cost,10,Ag3Te2Au,39.80466666667,($/troy oz),2025.0,low_cost,1,-34019.03116666663,34019.03116666663,True
2,21708,mp-1194565,NiH12(NO6)2,467,mp-1203296,AlH12(NO5)3,0.4360477070490814,3,0.6,moderate_similarity,NiH12(NO6)2,15162.1583333333,($/mt),2025.0,high_cost,9,AlH12(NO5)3,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
0,21937,mp-1194833,P3RuW2O15,163,mp-1195618,Ag9P14(OF)28,0.8384839878339644,2,0.4,moderate_similarity,P3RuW2O15,152.5,($/mt),2025.0,low_cost,2,Ag9P14(OF)28,39.80466666667,($/troy oz),2025.0,low_cost,1,-112.69533333333,112.69533333333,True
2,7477,mp-1194904,CuHg(SeO3)2,143,mp-553924,Ag4PIO4,0.4216300640725027,2,0.4,moderate_similarity,CuHg(SeO3)2,9947.305,($/mt),2025.0,high_cost,8,Ag4PIO4,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
0,26742,mp-1195064,Sn2H22S6N4O3,21966,mp-1198119,PH10S3N2O,0.6624960933995128,1,0.2,high_similarity,Sn2H22S6N4O3,34058.8358333333,($/mt),2025.0,high_cost,9,PH10S3N2O,152.5,($/mt),2025.0,low_cost,2,-33906.3358333333,33906.3358333333,True
0,26742,mp-1195064,Sn2H22S6N4O3,33236,mp-706995,ZnCoH18N6Cl5,1.180082162673078,3,0.6,moderate_similarity,Sn2H22S6N4O3,34058.8358333333,($/mt),2025.0,high_cost,9,ZnCoH18N6Cl5,2867.52833333333,($/mt),2025.0,medium_cost,5,-31191.307499999974,31191.307499999974,True
2,33187,mp-1195381,Zn3Te2P2(PbO7)2,362,mp-1229069,Al3Tl4Fe(As2O7)4,0.2803349599893827,1,0.2,high_similarity,Zn3Te2P2(PbO7)2,2867.52833333333,($/mt),2025.0,medium_cost,6,Al3Tl4Fe(As2O7)4,2631.69583333333,($/mt),2025.0,low_cost,5,-235.83249999999998,235.83249999999998,True
0,21742,mp-1195453,NiSb3XeF23,33318,mp-1196112,ZnSb3XeF23,0.1227332745484975,1,0.2,high_similarity,NiSb3XeF23,15162.1583333333,($/mt),2025.0,high_cost,8,ZnSb3XeF23,2867.52833333333,($/mt),2025.0,medium_cost,5,-12294.62999999997,12294.62999999997,True
0,303,mp-1196041,Al2H32S3O28,21984,mp-1197623,PH9(NO2)2,0.39801870484834,1,0.2,high_similarity,Al2H32S3O28,2631.69583333333,($/mt),2025.0,low_cost,4,PH9(NO2)2,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
0,7515,mp-1196390,CuSb3XeF23,33318,mp-1196112,ZnSb3XeF23,0.649566080403888,2,0.4,moderate_similarity,CuSb3XeF23,9947.305,($/mt),2025.0,medium_cost,7,ZnSb3XeF23,2867.52833333333,($/mt),2025.0,medium_cost,5,-7079.77666666667,7079.77666666667,True
0,21888,mp-1196394,P2H19C6I7N,83,mp-1195193,Ag12Sn7H16(Se11N2)2,1.34278661300318,1,0.2,high_similarity,P2H19C6I7N,152.5,($/mt),2025.0,low_cost,2,Ag12Sn7H16(Se11N2)2,39.80466666667,($/troy oz),2025.0,low_cost,1,-112.69533333333,112.69533333333,True
0,26792,mp-1199443,SnH6C(NCl)3,177,mp-703539,AgB11H6CBr6,0.6270767496350435,1,0.2,high_similarity,SnH6C(NCl)3,34058.8358333333,($/mt),2025.0,high_cost,9,AgB11H6CBr6,39.80466666667,($/troy oz),2025.0,low_cost,1,-34019.03116666663,34019.03116666663,True
0,26792,mp-1199443,SnH6C(NCl)3,21966,mp-1198119,PH10S3N2O,1.1697884744595428,3,0.6,moderate_similarity,SnH6C(NCl)3,34058.8358333333,($/mt),2025.0,high_cost,9,PH10S3N2O,152.5,($/mt),2025.0,low_cost,2,-33906.3358333333,33906.3358333333,True
0,26792,mp-1199443,SnH6C(NCl)3,33236,mp-706995,ZnCoH18N6Cl5,1.1585162506970952,2,0.4,moderate_similarity,SnH6C(NCl)3,34058.8358333333,($/mt),2025.0,high_cost,9,ZnCoH18N6Cl5,2867.52833333333,($/mt),2025.0,medium_cost,5,-31191.307499999974,31191.307499999974,True
0,470,mp-1199829,AlH15Br3N5,21981,mp-707324,PH6SN3,0.4975991468069053,3,0.6,moderate_similarity,AlH15Br3N5,2631.69583333333,($/mt),2025.0,low_cost,4,PH6SN3,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
4,7432,mp-1201155,Cu5Se4(ClO6)2,33254,mp-558345,ZnFe2(SeO3)4,0.5354274894899099,2,0.4,moderate_similarity,Cu5Se4(ClO6)2,9947.305,($/mt),2025.0,medium_cost,8,ZnFe2(SeO3)4,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
2,7533,mp-1203135,CuTe2PbO7,97,mp-553949,Ag2Hg2(TeO4)3,0.4916035700957269,2,0.4,moderate_similarity,CuTe2PbO7,9947.305,($/mt),2025.0,high_cost,8,Ag2Hg2(TeO4)3,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
2,7533,mp-1203135,CuTe2PbO7,33169,mp-1216036,Zn3Co4(SbO6)2,0.6206247802979895,3,0.6,moderate_similarity,CuTe2PbO7,9947.305,($/mt),2025.0,high_cost,8,Zn3Co4(SbO6)2,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
0,26738,mp-1203896,Sn21H14(Cl4O5)4,33156,mp-558350,Zn2TeBr2O3,0.4987082983432901,3,0.6,moderate_similarity,Sn21H14(Cl4O5)4,34058.8358333333,($/mt),2025.0,high_cost,9,Zn2TeBr2O3,2867.52833333333,($/mt),2025.0,medium_cost,5,-31191.307499999974,31191.307499999974,True
3,33281,mp-1206819,ZnIr,23266,mp-974376,PtRh3,0.2950697164948139,3,0.6,moderate_similarity,ZnIr,2867.52833333333,($/mt),2025.0,medium_cost,6,PtRh3,1278.29333333333,($/troy oz),2025.0,low_cost,3,-1589.235,1589.235,True
3,7422,mp-12086,Cu3Pt,33173,mp-865362,Zn3Ir,0.3995551597984508,2,0.4,moderate_similarity,Cu3Pt,9947.305,($/mt),2025.0,high_cost,8,Zn3Ir,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
1,7392,mp-1212937,Cu2SiHgSe4,98,mp-1229141,Ag2HgGeS4,0.3625473307474653,3,0.6,moderate_similarity,Cu2SiHgSe4,9947.305,($/mt),2025.0,high_cost,8,Ag2HgGeS4,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
2,7501,mp-1213055,CuPbF6,184,mp-28965,AgBi2F12,0.4351678569948394,2,0.4,moderate_similarity,CuPbF6,9947.305,($/mt),2025.0,high_cost,8,AgBi2F12,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
4,7503,mp-1213075,CuPdF6,222,mp-2017405,AgRhF6,0.2469357377376624,1,0.2,high_similarity,CuPdF6,9947.305,($/mt),2025.0,medium_cost,8,AgRhF6,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
4,7503,mp-1213075,CuPdF6,216,mp-31215,AgPdF6,0.3046546364978995,3,0.6,moderate_similarity,CuPdF6,9947.305,($/mt),2025.0,medium_cost,8,AgPdF6,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
0,7473,mp-1213613,CuH2CN2Cl,33341,mp-1203210,ZnTeH12Se3N4,0.4638657585888772,1,0.2,high_similarity,CuH2CN2Cl,9947.305,($/mt),2025.0,medium_cost,7,ZnTeH12Se3N4,2867.52833333333,($/mt),2025.0,medium_cost,5,-7079.77666666667,7079.77666666667,True
0,7473,mp-1213613,CuH2CN2Cl,33319,mp-1201551,ZnSb4H18S7N6,0.56898323424657,2,0.4,moderate_similarity,CuH2CN2Cl,9947.305,($/mt),2025.0,medium_cost,7,ZnSb4H18S7N6,2867.52833333333,($/mt),2025.0,medium_cost,5,-7079.77666666667,7079.77666666667,True
1,33214,mp-1215558,ZnAg2GeS4,434,mp-1228984,AlCu(PSe3)2,0.2713709514513474,3,0.6,moderate_similarity,ZnAg2GeS4,2867.52833333333,($/mt),2025.0,medium_cost,6,AlCu(PSe3)2,2631.69583333333,($/mt),2025.0,medium_cost,5,-235.83249999999998,235.83249999999998,True
1,33180,mp-1215629,Zn3PBr3,285,mp-3159,Al2CdSe4,0.328181776258874,1,0.2,high_similarity,Zn3PBr3,2867.52833333333,($/mt),2025.0,medium_cost,6,Al2CdSe4,2631.69583333333,($/mt),2025.0,medium_cost,5,-235.83249999999998,235.83249999999998,True
4,33146,mp-1215714,Zn2Pd,21931,mp-505363,P3Pd7,0.3750802200488201,3,0.6,moderate_similarity,Zn2Pd,2867.52833333333,($/mt),2025.0,medium_cost,6,P3Pd7,152.5,($/mt),2025.0,low_cost,2,-2715.02833333333,2715.02833333333,True
2,33291,mp-1215818,ZnNiTe3O8,22104,mp-1192446,Pb2SeN2O9,0.359287569672982,1,0.2,high_similarity,ZnNiTe3O8,2867.52833333333,($/mt),2025.0,medium_cost,6,Pb2SeN2O9,1962.235,($/mt),2025.0,low_cost,4,-905.2933333333301,905.2933333333301,True
4,33200,mp-1215897,Zn53Co7,371,mp-593,Al4Cu9,0.5822939983489245,3,0.6,moderate_similarity,Zn53Co7,2867.52833333333,($/mt),2025.0,medium_cost,6,Al4Cu9,2631.69583333333,($/mt),2025.0,low_cost,5,-235.83249999999998,235.83249999999998,True
1,26785,mp-1218953,SnGe4Te4Se,33248,mp-1078498,ZnCu2SiTe4,0.3748331958918209,2,0.4,moderate_similarity,SnGe4Te4Se,34058.8358333333,($/mt),2025.0,high_cost,10,ZnCu2SiTe4,2867.52833333333,($/mt),2025.0,medium_cost,6,-31191.307499999974,31191.307499999974,True
4,21676,mp-1219800,Ni6Ge2P,500,mp-1228832,AlNi6Ge,0.1104762972086828,1,0.2,high_similarity,Ni6Ge2P,15162.1583333333,($/mt),2025.0,high_cost,9,AlNi6Ge,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
4,21676,mp-1219800,Ni6Ge2P,460,mp-1228918,AlGaNi6,0.123608145090045,2,0.4,moderate_similarity,Ni6Ge2P,15162.1583333333,($/mt),2025.0,high_cost,9,AlGaNi6,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
1,21743,mp-1219954,NiSb6Ru,185,mp-23474,AgBi3S5,0.5330123713876735,2,0.4,moderate_similarity,NiSb6Ru,15162.1583333333,($/mt),2025.0,high_cost,9,AgBi3S5,39.80466666667,($/troy oz),2025.0,low_cost,1,-15122.35366666663,15122.35366666663,True
4,21756,mp-1220014,NiTeO4,233,mp-540872,AgSbO3,0.4368564720464881,1,0.2,high_similarity,NiTeO4,15162.1583333333,($/mt),2025.0,high_cost,9,AgSbO3,39.80466666667,($/troy oz),2025.0,low_cost,1,-15122.35366666663,15122.35366666663,True
4,21756,mp-1220014,NiTeO4,132,mp-1229128,Ag3PO4,0.4929790758614482,3,0.6,moderate_similarity,NiTeO4,15162.1583333333,($/mt),2025.0,high_cost,9,Ag3PO4,39.80466666667,($/troy oz),2025.0,low_cost,1,-15122.35366666663,15122.35366666663,True
2,7368,mp-1225986,Cu2Ag5Se4NO15,155,mp-553919,Ag6Mo2ClO7F3,0.8785424307312367,2,0.4,moderate_similarity,Cu2Ag5Se4NO15,9947.305,($/mt),2025.0,high_cost,8,Ag6Mo2ClO7F3,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
1,373,mp-1228721,Al4InAgSe8,182,mp-556434,AgBi(PS3)2,0.7923238665717142,1,0.2,high_similarity,Al4InAgSe8,2631.69583333333,($/mt),2025.0,medium_cost,5,AgBi(PS3)2,39.80466666667,($/troy oz),2025.0,low_cost,1,-2591.89116666666,2591.89116666666,True
3,520,mp-1228815,AlRe,22016,mp-2420,PW,0.2258021419237433,1,0.2,high_similarity,AlRe,2631.69583333333,($/mt),2025.0,low_cost,5,PW,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
2,482,mp-1228986,AlH6N2F3,21980,mp-1220029,PH6NO4,0.5885412951201858,3,0.6,moderate_similarity,AlH6N2F3,2631.69583333333,($/mt),2025.0,low_cost,5,PH6NO4,152.5,($/mt),2025.0,low_cost,2,-2479.19583333333,2479.19583333333,True
4,21651,mp-12798,Ni3Pt,7404,mp-2258,Cu3Au,0.3326030043943891,2,0.4,moderate_similarity,Ni3Pt,15162.1583333333,($/mt),2025.0,high_cost,9,Cu3Au,9947.305,($/mt),2025.0,medium_cost,8,-5214.8533333333,5214.8533333333,True
2,26776,mp-13252,SnB4O7,33193,mp-4812,Zn4B6O13,0.1900675265052997,1,0.2,high_similarity,SnB4O7,34058.8358333333,($/mt),2025.0,high_cost,10,Zn4B6O13,2867.52833333333,($/mt),2025.0,medium_cost,6,-31191.307499999974,31191.307499999974,True
2,26776,mp-13252,SnB4O7,311,mp-37614,Al2NiO4,0.3555899985676037,2,0.4,moderate_similarity,SnB4O7,34058.8358333333,($/mt),2025.0,high_cost,10,Al2NiO4,2631.69583333333,($/mt),2025.0,low_cost,5,-31427.13999999997,31427.13999999997,True
1,26821,mp-13923,SnPS3,23246,mp-28721,Pt(SCl4)2,0.3317023089193104,1,0.2,high_similarity,SnPS3,34058.8358333333,($/mt),2025.0,high_cost,10,Pt(SCl4)2,1278.29333333333,($/troy oz),2025.0,low_cost,3,-32780.542499999974,32780.542499999974,True
0,26800,mp-16403,SnHgP14,33293,mp-1197426,ZnP14Pb,0.8327048400410929,3,0.6,moderate_similarity,SnHgP14,34058.8358333333,($/mt),2025.0,high_cost,9,ZnP14Pb,2867.52833333333,($/mt),2025.0,medium_cost,5,-31191.307499999974,31191.307499999974,True
2,21630,mp-17360,Ni2Te3O8,33155,mp-3502,Zn2Te3O8,0.2582997443823189,1,0.2,high_similarity,Ni2Te3O8,15162.1583333333,($/mt),2025.0,high_cost,9,Zn2Te3O8,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
4,670,mp-17407,Au3F8,21924,mp-13853,P3Ir,0.6870214270809545,1,0.2,high_similarity,Au3F8,3441.50583333333,($/troy oz),2025.0,medium_cost,7,P3Ir,152.5,($/mt),2025.0,low_cost,2,-3289.00583333333,3289.00583333333,True
4,21738,mp-18749,NiSO4,7401,mp-4093,Cu3(PO4)2,0.2173878642743064,2,0.4,moderate_similarity,NiSO4,15162.1583333333,($/mt),2025.0,high_cost,9,Cu3(PO4)2,9947.305,($/mt),2025.0,medium_cost,8,-5214.8533333333,5214.8533333333,True
4,21662,mp-19448,Ni3TeO6,33105,mp-1047462,Zn(NiO2)2,0.2817093237823297,2,0.4,moderate_similarity,Ni3TeO6,15162.1583333333,($/mt),2025.0,high_cost,9,Zn(NiO2)2,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
4,7484,mp-19859,CuMoF6,33282,mp-1407092,ZnMoF6,0.259166614650785,1,0.2,high_similarity,CuMoF6,9947.305,($/mt),2025.0,medium_cost,8,ZnMoF6,2867.52833333333,($/mt),2025.0,medium_cost,6,-7079.77666666667,7079.77666666667,True
4,7484,mp-19859,CuMoF6,179,mp-5160,AgBF5,0.3155937541965977,2,0.4,moderate_similarity,CuMoF6,9947.305,($/mt),2025.0,medium_cost,8,AgBF5,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
1,22125,mp-19921,PbO,187,mp-23231,AgBr,1.318015030604626,3,0.6,moderate_similarity,PbO,1962.235,($/mt),2025.0,low_cost,4,AgBr,39.80466666667,($/troy oz),2025.0,low_cost,1,-1922.4303333333298,1922.4303333333298,True
4,33213,mp-2020519,ZnAg,398,mp-1228988,AlAg3,0.3885049464891794,3,0.6,moderate_similarity,ZnAg,2867.52833333333,($/mt),2025.0,medium_cost,6,AlAg3,2631.69583333333,($/mt),2025.0,low_cost,5,-235.83249999999998,235.83249999999998,True
4,21748,mp-20460,NiSeO3,33105,mp-1047462,Zn(NiO2)2,0.3267971875360167,3,0.6,moderate_similarity,NiSeO3,15162.1583333333,($/mt),2025.0,high_cost,9,Zn(NiO2)2,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
4,21748,mp-20460,NiSeO3,7399,mp-554614,Cu3(AsO4)2,0.3156108516213924,2,0.4,moderate_similarity,NiSeO3,15162.1583333333,($/mt),2025.0,high_cost,9,Cu3(AsO4)2,9947.305,($/mt),2025.0,medium_cost,8,-5214.8533333333,5214.8533333333,True
2,21736,mp-20580,NiRhF6,7527,mp-4701,CuSnF6,0.4746386329965918,1,0.2,high_similarity,NiRhF6,15162.1583333333,($/mt),2025.0,high_cost,9,CuSnF6,9947.305,($/mt),2025.0,high_cost,8,-5214.8533333333,5214.8533333333,True
4,26806,mp-2097,SnO,33292,mp-2133,ZnO,0.8763248116874063,2,0.4,moderate_similarity,SnO,34058.8358333333,($/mt),2025.0,high_cost,10,ZnO,2867.52833333333,($/mt),2025.0,medium_cost,6,-31191.307499999974,31191.307499999974,True
1,22127,mp-21276,PbS,187,mp-23231,AgBr,0.6712203528833978,3,0.6,moderate_similarity,PbS,1962.235,($/mt),2025.0,low_cost,4,AgBr,39.80466666667,($/troy oz),2025.0,low_cost,1,-1922.4303333333298,1922.4303333333298,True
2,7490,mp-21533,CuP2PbO7,21907,mp-1195693,P2PdPbO7,0.3278422369437002,2,0.4,moderate_similarity,CuP2PbO7,9947.305,($/mt),2025.0,high_cost,8,P2PdPbO7,152.5,($/mt),2025.0,low_cost,2,-9794.805,9794.805,True
4,21623,mp-21536,Ni2Mo4C,559,mp-1228971,AlV9Au2,0.4237022353565684,3,0.6,moderate_similarity,Ni2Mo4C,15162.1583333333,($/mt),2025.0,high_cost,9,AlV9Au2,2631.69583333333,($/mt),2025.0,low_cost,5,-12530.46249999997,12530.46249999997,True
4,21589,mp-22552,Ni(AuF4)2,219,mp-1214922,AgPtF6,0.3154046759770667,1,0.2,high_similarity,Ni(AuF4)2,15162.1583333333,($/mt),2025.0,high_cost,9,AgPtF6,39.80466666667,($/troy oz),2025.0,low_cost,1,-15122.35366666663,15122.35366666663,True
2,21619,mp-22638,Ni2GeO4,33284,mp-1095420,ZnMoO4,0.3369182186590065,3,0.6,moderate_similarity,Ni2GeO4,15162.1583333333,($/mt),2025.0,high_cost,9,ZnMoO4,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
2,21635,mp-22697,Ni3(PO4)2,33314,mp-5126,ZnSO4,0.3563445985864518,3,0.6,moderate_similarity,Ni3(PO4)2,15162.1583333333,($/mt),2025.0,high_cost,9,ZnSO4,2867.52833333333,($/mt),2025.0,medium_cost,6,-12294.62999999997,12294.62999999997,True
3,22096,mp-22795,Pb2Au,23264,mp-21296,PtPb4,0.4037019841677767,2,0.4,moderate_similarity,Pb2Au,1962.235,($/mt),2025.0,low_cost,4,PtPb4,1278.29333333333,($/troy oz),2025.0,low_cost,3,-683.9416666666698,683.9416666666698,True
1,7468,mp-22913,CuBr,187,mp-23231,AgBr,0.4919150369839881,1,0.2,high_similarity,CuBr,9947.305,($/mt),2025.0,high_cost,8,AgBr,39.80466666667,($/troy oz),2025.0,low_cost,1,-9907.50033333333,9907.50033333333,True
1,7468,mp-22913,CuBr,22128,mp-1025039,PbS2,0.5359531751321089,2,0.4,moderate_similarity,CuBr,9947.305,($/mt),2025.0,high_cost,8,PbS2,1962.235,($/mt),2025.0,low_cost,4,-7985.070000000001,7985.070000000001,True
4,21586,mp-23,Ni,7353,mp-30,Cu,0.1808632713838377,2,0.4,moderate_similarity,Ni,15162.1583333333,($/mt),2025.0,high_cost,9,Cu,9947.305,($/mt),2025.0,medium_cost,8,-5214.8533333333,5214.8533333333,True
