material_id,formula_pretty,formula_match_key,elements,elements_list,material_family_key,material_family_match_key,is_stable,is_metal,symmetry,cluster_label,elements_parsed,formula_elements_ordered,primary_element_symbol,primary_element_name,single_element_name,candidate_price_keys,price_match_key,price_material,cost,unit,year,match_type,match_confidence,cluster_cost_percentile,cost_rank_within_cluster,cost_class_within_cluster
mp-628665,AlBiTeCl4,albitecl4,"['Al', 'Bi', 'Cl', 'Te']","['Al', 'Bi', 'Cl', 'Te']",Al_Bi_Cl_Te,al_bi_cl_te,True,False,Tetragonal,1,"['Al', 'Bi', 'Cl', 'Te']","['Al', 'Bi', 'Te', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-637206,AlBiSeCl4,albisecl4,"['Al', 'Bi', 'Cl', 'Se']","['Al', 'Bi', 'Cl', 'Se']",Al_Bi_Cl_Se,al_bi_cl_se,True,False,Tetragonal,1,"['Al', 'Bi', 'Cl', 'Se']","['Al', 'Bi', 'Se', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-561350,AlBiSCl4,albiscl4,"['Al', 'Bi', 'Cl', 'S']","['Al', 'Bi', 'Cl', 'S']",Al_Bi_Cl_S,al_bi_cl_s,True,False,Tetragonal,1,"['Al', 'Bi', 'Cl', 'S']","['Al', 'Bi', 'S', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-672273,AlBiCl6,albicl6,"['Al', 'Bi', 'Cl']","['Al', 'Bi', 'Cl']",Al_Bi_Cl,al_bi_cl,True,False,Monoclinic,1,"['Al', 'Bi', 'Cl']","['Al', 'Bi', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-558360,AlAs3S5Cl4,alas3s5cl4,"['Al', 'As', 'Cl', 'S']","['Al', 'As', 'Cl', 'S']",Al_As_Cl_S,al_as_cl_s,True,False,Monoclinic,1,"['Al', 'As', 'Cl', 'S']","['Al', 'As', 'S', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-567734,AlAs3(SeCl)4,alas3_secl_4,"['Al', 'As', 'Cl', 'Se']","['Al', 'As', 'Cl', 'Se']",Al_As_Cl_Se,al_as_cl_se,True,False,Monoclinic,1,"['Al', 'As', 'Cl', 'Se']","['Al', 'As', 'Se', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-2172,AlAs,alas,"['Al', 'As']","['Al', 'As']",Al_As,al_as,True,False,Cubic,1,"['Al', 'As']","['Al', 'As']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-14092,AlAgTe2,alagte2,"['Ag', 'Al', 'Te']","['Ag', 'Al', 'Te']",Ag_Al_Te,ag_al_te,True,False,Tetragonal,1,"['Ag', 'Al', 'Te']","['Al', 'Ag', 'Te']",Al,aluminum,,"['aluminum', 'silver']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-1228963,AlAgSnSe4,alagsnse4,"['Ag', 'Al', 'Se', 'Sn']","['Ag', 'Al', 'Se', 'Sn']",Ag_Al_Se_Sn,ag_al_se_sn,True,False,Tetragonal,1,"['Ag', 'Al', 'Se', 'Sn']","['Al', 'Ag', 'Sn', 'Se']",Al,aluminum,,"['aluminum', 'silver', 'tin']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-14091,AlAgSe2,alagse2,"['Ag', 'Al', 'Se']","['Ag', 'Al', 'Se']",Ag_Al_Se,ag_al_se,True,False,Tetragonal,1,"['Ag', 'Al', 'Se']","['Al', 'Ag', 'Se']",Al,aluminum,,"['aluminum', 'silver']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-1103722,Al2PbS4,al2pbs4,"['Al', 'Pb', 'S']","['Al', 'Pb', 'S']",Al_Pb_S,al_pb_s,True,False,Orthorhombic,1,"['Al', 'Pb', 'S']","['Al', 'Pb', 'S']",Al,aluminum,,"['aluminum', 'lead']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-675374,Al2PbSe4,al2pbse4,"['Al', 'Pb', 'Se']","['Al', 'Pb', 'Se']",Al_Pb_Se,al_pb_se,True,False,Orthorhombic,1,"['Al', 'Pb', 'Se']","['Al', 'Pb', 'Se']",Al,aluminum,,"['aluminum', 'lead']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-1228491,Al2S3,al2s3,"['Al', 'S']","['Al', 'S']",Al_S,al_s,True,False,Monoclinic,1,"['Al', 'S']","['Al', 'S']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-11674,Al2Se3,al2se3,"['Al', 'Se']","['Al', 'Se']",Al_Se,al_se,True,False,Monoclinic,1,"['Al', 'Se']","['Al', 'Se']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-560633,Al2SnCl6O,al2sncl6o,"['Al', 'Cl', 'O', 'Sn']","['Al', 'Cl', 'O', 'Sn']",Al_Cl_O_Sn,al_cl_o_sn,True,False,Monoclinic,1,"['Al', 'Cl', 'O', 'Sn']","['Al', 'Sn', 'Cl', 'O']",Al,aluminum,,"['aluminum', 'tin']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-29502,Al2Te3,al2te3,"['Al', 'Te']","['Al', 'Te']",Al_Te,al_te,True,False,Monoclinic,1,"['Al', 'Te']","['Al', 'Te']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-9254,Al2Te5,al2te5,"['Al', 'Te']","['Al', 'Te']",Al_Te,al_te,True,False,Monoclinic,1,"['Al', 'Te']","['Al', 'Te']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-568443,Al2VCl8,al2vcl8,"['Al', 'Cl', 'V']","['Al', 'Cl', 'V']",Al_Cl_V,al_cl_v,True,False,Monoclinic,1,"['Al', 'Cl', 'V']","['Al', 'V', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-4842,Al2ZnS4,al2zns4,"['Al', 'S', 'Zn']","['Al', 'S', 'Zn']",Al_S_Zn,al_s_zn,True,False,Cubic,1,"['Al', 'S', 'Zn']","['Al', 'Zn', 'S']",Al,aluminum,,"['aluminum', 'zinc']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-7907,Al2ZnSe4,al2znse4,"['Al', 'Se', 'Zn']","['Al', 'Se', 'Zn']",Al_Se_Zn,al_se_zn,True,False,Tetragonal,1,"['Al', 'Se', 'Zn']","['Al', 'Zn', 'Se']",Al,aluminum,,"['aluminum', 'zinc']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-7908,Al2ZnTe4,al2znte4,"['Al', 'Te', 'Zn']","['Al', 'Te', 'Zn']",Al_Te_Zn,al_te_zn,True,False,Tetragonal,1,"['Al', 'Te', 'Zn']","['Al', 'Zn', 'Te']",Al,aluminum,,"['aluminum', 'zinc']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-1228721,Al4InAgSe8,al4inagse8,"['Ag', 'Al', 'In', 'Se']","['Ag', 'Al', 'In', 'Se']",Ag_Al_In_Se,ag_al_in_se,True,False,Monoclinic,1,"['Ag', 'Al', 'In', 'Se']","['Al', 'In', 'Ag', 'Se']",Al,aluminum,,"['aluminum', 'silver']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-35267,Al5CuS8,al5cus8,"['Al', 'Cu', 'S']","['Al', 'Cu', 'S']",Al_Cu_S,al_cu_s,True,False,Cubic,1,"['Al', 'Cu', 'S']","['Al', 'Cu', 'S']",Al,aluminum,,"['aluminum', 'copper']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-28759,Al7(TlS4)3,al7_tls4_3,"['Al', 'S', 'Tl']","['Al', 'S', 'Tl']",Al_S_Tl,al_s_tl,True,False,Monoclinic,1,"['Al', 'S', 'Tl']","['Al', 'Tl', 'S']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-1228964,AlAg(PSe3)2,alag_pse3_2,"['Ag', 'Al', 'P', 'Se']","['Ag', 'Al', 'P', 'Se']",Ag_Al_P_Se,ag_al_p_se,True,False,Monoclinic,1,"['Ag', 'Al', 'P', 'Se']","['Al', 'Ag', 'P', 'Se']",Al,aluminum,,"['aluminum', 'silver', 'phosphate_rock']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-5782,AlAgS2,alags2,"['Ag', 'Al', 'S']","['Ag', 'Al', 'S']",Ag_Al_S,ag_al_s,True,False,Tetragonal,1,"['Ag', 'Al', 'S']","['Al', 'Ag', 'S']",Al,aluminum,,"['aluminum', 'silver']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.4919614147909968,5,medium_cost
mp-2176,ZnTe,znte,"['Te', 'Zn']","['Te', 'Zn']",Te_Zn,te_zn,True,False,Cubic,1,"['Te', 'Zn']","['Zn', 'Te']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-4175,ZnSnP2,znsnp2,"['P', 'Sn', 'Zn']","['P', 'Sn', 'Zn']",P_Sn_Zn,p_sn_zn,True,False,Tetragonal,1,"['P', 'Sn', 'Zn']","['Zn', 'Sn', 'P']",Zn,zinc,,"['zinc', 'phosphate_rock', 'tin']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-4763,ZnSiP2,znsip2,"['P', 'Si', 'Zn']","['P', 'Si', 'Zn']",P_Si_Zn,p_si_zn,True,False,Tetragonal,1,"['P', 'Si', 'Zn']","['Zn', 'Si', 'P']",Zn,zinc,,"['zinc', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-3595,ZnSiAs2,znsias2,"['As', 'Si', 'Zn']","['As', 'Si', 'Zn']",As_Si_Zn,as_si_zn,True,False,Tetragonal,1,"['As', 'Si', 'Zn']","['Zn', 'Si', 'As']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1189914,ZnSi(AgS2)2,znsi_ags2_2,"['Ag', 'S', 'Si', 'Zn']","['Ag', 'S', 'Si', 'Zn']",Ag_S_Si_Zn,ag_s_si_zn,True,False,Monoclinic,1,"['Ag', 'S', 'Si', 'Zn']","['Zn', 'Si', 'Ag', 'S']",Zn,zinc,,"['zinc', 'silver']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1102515,ZnSe2,znse2,"['Se', 'Zn']","['Se', 'Zn']",Se_Zn,se_zn,True,False,Cubic,1,"['Se', 'Zn']","['Zn', 'Se']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1190,ZnSe,znse,"['Se', 'Zn']","['Se', 'Zn']",Se_Zn,se_zn,True,False,Cubic,1,"['Se', 'Zn']","['Zn', 'Se']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-753,ZnSb,znsb,"['Sb', 'Zn']","['Sb', 'Zn']",Sb_Zn,sb_zn,True,False,Orthorhombic,1,"['Sb', 'Zn']","['Zn', 'Sb']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-554820,ZnS,zns,"['S', 'Zn']","['S', 'Zn']",S_Zn,s_zn,True,False,Trigonal,1,"['S', 'Zn']","['Zn', 'S']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-11025,ZnP2,znp2,"['P', 'Zn']","['P', 'Zn']",P_Zn,p_zn,True,False,Tetragonal,1,"['P', 'Zn']","['Zn', 'P']",Zn,zinc,,"['zinc', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-27161,ZnI2,zni2,"['I', 'Zn']","['I', 'Zn']",I_Zn,i_zn,True,False,Tetragonal,1,"['I', 'Zn']","['Zn', 'I']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1192685,ZnH6(Se2N)2,znh6_se2n_2,"['H', 'N', 'Se', 'Zn']","['H', 'N', 'Se', 'Zn']",H_N_Se_Zn,h_n_se_zn,True,False,Monoclinic,1,"['H', 'N', 'Se', 'Zn']","['Zn', 'H', 'Se', 'N']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-4524,ZnGeP2,zngep2,"['Ge', 'P', 'Zn']","['Ge', 'P', 'Zn']",Ge_P_Zn,ge_p_zn,True,False,Tetragonal,1,"['Ge', 'P', 'Zn']","['Zn', 'Ge', 'P']",Zn,zinc,,"['zinc', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-4008,ZnGeAs2,zngeas2,"['As', 'Ge', 'Zn']","['As', 'Ge', 'Zn']",As_Ge_Zn,as_ge_zn,True,False,Tetragonal,1,"['As', 'Ge', 'Zn']","['Zn', 'Ge', 'As']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1079541,ZnCu2SnS4,zncu2sns4,"['Cu', 'S', 'Sn', 'Zn']","['Cu', 'S', 'Sn', 'Zn']",Cu_S_Sn_Zn,cu_s_sn_zn,True,False,Tetragonal,1,"['Cu', 'S', 'Sn', 'Zn']","['Zn', 'Cu', 'Sn', 'S']",Zn,zinc,,"['zinc', 'copper', 'tin']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1078498,ZnCu2SiTe4,zncu2site4,"['Cu', 'Si', 'Te', 'Zn']","['Cu', 'Si', 'Te', 'Zn']",Cu_Si_Te_Zn,cu_si_te_zn,True,False,Tetragonal,1,"['Cu', 'Si', 'Te', 'Zn']","['Zn', 'Cu', 'Si', 'Te']",Zn,zinc,,"['zinc', 'copper']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1232332,ZnCu2SiSe4,zncu2sise4,"['Cu', 'Se', 'Si', 'Zn']","['Cu', 'Se', 'Si', 'Zn']",Cu_Se_Si_Zn,cu_se_si_zn,True,False,Tetragonal,1,"['Cu', 'Se', 'Si', 'Zn']","['Zn', 'Cu', 'Si', 'Se']",Zn,zinc,,"['zinc', 'copper']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1189702,ZnCu2SiS4,zncu2sis4,"['Cu', 'S', 'Si', 'Zn']","['Cu', 'S', 'Si', 'Zn']",Cu_S_Si_Zn,cu_s_si_zn,True,False,Monoclinic,1,"['Cu', 'S', 'Si', 'Zn']","['Zn', 'Cu', 'Si', 'S']",Zn,zinc,,"['zinc', 'copper']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-6408,ZnCu2GeS4,zncu2ges4,"['Cu', 'Ge', 'S', 'Zn']","['Cu', 'Ge', 'S', 'Zn']",Cu_Ge_S_Zn,cu_ge_s_zn,True,False,Tetragonal,1,"['Cu', 'Ge', 'S', 'Zn']","['Zn', 'Cu', 'Ge', 'S']",Zn,zinc,,"['zinc', 'copper']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-22909,ZnCl2,zncl2,"['Cl', 'Zn']","['Cl', 'Zn']",Cl_Zn,cl_zn,True,False,Tetragonal,1,"['Cl', 'Zn']","['Zn', 'Cl']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-647579,ZnBr2,znbr2,"['Br', 'Zn']","['Br', 'Zn']",Br_Zn,br_zn,True,False,Tetragonal,1,"['Br', 'Zn']","['Zn', 'Br']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-7262,ZnAs2,znas2,"['As', 'Zn']","['As', 'Zn']",As_Zn,as_zn,True,False,Monoclinic,1,"['As', 'Zn']","['Zn', 'As']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-558807,ZnAgPS4,znagps4,"['Ag', 'P', 'S', 'Zn']","['Ag', 'P', 'S', 'Zn']",Ag_P_S_Zn,ag_p_s_zn,True,False,Orthorhombic,1,"['Ag', 'P', 'S', 'Zn']","['Zn', 'Ag', 'P', 'S']",Zn,zinc,,"['zinc', 'silver', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1079889,ZnAg2SnS4,znag2sns4,"['Ag', 'S', 'Sn', 'Zn']","['Ag', 'S', 'Sn', 'Zn']",Ag_S_Sn_Zn,ag_s_sn_zn,True,False,Tetragonal,1,"['Ag', 'S', 'Sn', 'Zn']","['Zn', 'Ag', 'Sn', 'S']",Zn,zinc,,"['zinc', 'silver', 'tin']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1215558,ZnAg2GeS4,znag2ges4,"['Ag', 'Ge', 'S', 'Zn']","['Ag', 'Ge', 'S', 'Zn']",Ag_Ge_S_Zn,ag_ge_s_zn,True,False,Tetragonal,1,"['Ag', 'Ge', 'S', 'Zn']","['Zn', 'Ag', 'Ge', 'S']",Zn,zinc,,"['zinc', 'silver']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1215629,Zn3PBr3,zn3pbr3,"['Br', 'P', 'Zn']","['Br', 'P', 'Zn']",Br_P_Zn,br_p_zn,True,False,Monoclinic,1,"['Br', 'P', 'Zn']","['Zn', 'P', 'Br']",Zn,zinc,,"['zinc', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-22607,Zn(InSe2)2,zn_inse2_2,"['In', 'Se', 'Zn']","['In', 'Se', 'Zn']",In_Se_Zn,in_se_zn,True,False,Tetragonal,1,"['In', 'Se', 'Zn']","['Zn', 'In', 'Se']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-15777,Zn(GaTe2)2,zn_gate2_2,"['Ga', 'Te', 'Zn']","['Ga', 'Te', 'Zn']",Ga_Te_Zn,ga_te_zn,True,False,Tetragonal,1,"['Ga', 'Te', 'Zn']","['Zn', 'Ga', 'Te']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-4697,Zn(CrSe2)2,zn_crse2_2,"['Cr', 'Se', 'Zn']","['Cr', 'Se', 'Zn']",Cr_Se_Zn,cr_se_zn,True,False,Cubic,1,"['Cr', 'Se', 'Zn']","['Zn', 'Cr', 'Se']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-4194,Zn(CrS2)2,zn_crs2_2,"['Cr', 'S', 'Zn']","['Cr', 'S', 'Zn']",Cr_S_Zn,cr_s_zn,True,False,Cubic,1,"['Cr', 'S', 'Zn']","['Zn', 'Cr', 'S']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-15776,Zn(GaSe2)2,zn_gase2_2,"['Ga', 'Se', 'Zn']","['Ga', 'Se', 'Zn']",Ga_Se_Zn,ga_se_zn,True,False,Tetragonal,1,"['Ga', 'Se', 'Zn']","['Zn', 'Ga', 'Se']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-5350,Zn(GaS2)2,zn_gas2_2,"['Ga', 'S', 'Zn']","['Ga', 'S', 'Zn']",Ga_S_Zn,ga_s_zn,True,False,Tetragonal,1,"['Ga', 'S', 'Zn']","['Zn', 'Ga', 'S']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1188466,Zn2IN,zn2in,"['I', 'N', 'Zn']","['I', 'N', 'Zn']",I_N_Zn,i_n_zn,True,False,Orthorhombic,1,"['I', 'N', 'Zn']","['Zn', 'I', 'N']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1105648,Zn2BrN,zn2brn,"['Br', 'N', 'Zn']","['Br', 'N', 'Zn']",Br_N_Zn,br_n_zn,True,False,Orthorhombic,1,"['Br', 'N', 'Zn']","['Zn', 'Br', 'N']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-2071,Zn3P2,zn3p2,"['P', 'Zn']","['P', 'Zn']",P_Zn,p_zn,True,False,Tetragonal,1,"['P', 'Zn']","['Zn', 'P']",Zn,zinc,,"['zinc', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-1189171,Zn2NCl,zn2ncl,"['Cl', 'N', 'Zn']","['Cl', 'N', 'Zn']",Cl_N_Zn,cl_n_zn,True,False,Orthorhombic,1,"['Cl', 'N', 'Zn']","['Zn', 'N', 'Cl']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-27656,Zn2(PS3)3,zn2_ps3_3,"['P', 'S', 'Zn']","['P', 'S', 'Zn']",P_S_Zn,p_s_zn,True,False,Monoclinic,1,"['P', 'S', 'Zn']","['Zn', 'P', 'S']",Zn,zinc,,"['zinc', 'phosphate_rock']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-20832,Zn(InTe2)2,zn_inte2_2,"['In', 'Te', 'Zn']","['In', 'Te', 'Zn']",In_Te_Zn,in_te_zn,True,False,Tetragonal,1,"['In', 'Te', 'Zn']","['Zn', 'In', 'Te']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.680064308681672,6,medium_cost
mp-942,AuF3,auf3,"['Au', 'F']","['Au', 'F']",Au_F,au_f,True,False,Hexagonal,1,"['Au', 'F']","['Au', 'F']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-28372,AuSeCl7,ausecl7,"['Au', 'Cl', 'Se']","['Au', 'Cl', 'Se']",Au_Cl_Se,au_cl_se,True,False,Monoclinic,1,"['Au', 'Cl', 'Se']","['Au', 'Se', 'Cl']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-27265,AuClO,auclo,"['Au', 'Cl', 'O']","['Au', 'Cl', 'O']",Au_Cl_O,au_cl_o,True,False,Trigonal,1,"['Au', 'Cl', 'O']","['Au', 'Cl', 'O']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-27647,AuCl3,aucl3,"['Au', 'Cl']","['Au', 'Cl']",Au_Cl,au_cl,True,False,Monoclinic,1,"['Au', 'Cl']","['Au', 'Cl']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-30103,AuF5,auf5,"['Au', 'F']","['Au', 'F']",Au_F,au_f,True,False,Orthorhombic,1,"['Au', 'F']","['Au', 'F']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-541656,AuCl2,aucl2,"['Au', 'Cl']","['Au', 'Cl']",Au_Cl,au_cl,True,False,Triclinic,1,"['Au', 'Cl']","['Au', 'Cl']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-505366,AuBr,aubr,"['Au', 'Br']","['Au', 'Br']",Au_Br,au_br,True,False,Tetragonal,1,"['Au', 'Br']","['Au', 'Br']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-27441,Au2Se4O11,au2se4o11,"['Au', 'O', 'Se']","['Au', 'O', 'Se']",Au_O_Se,au_o_se,True,False,Monoclinic,1,"['Au', 'O', 'Se']","['Au', 'Se', 'O']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
mp-559824,Au2Se3O10,au2se3o10,"['Au', 'O', 'Se']","['Au', 'O', 'Se']",Au_O_Se,au_o_se,True,False,Orthorhombic,1,"['Au', 'O', 'Se']","['Au', 'Se', 'O']",Au,gold,,['gold'],gold,Gold,3441.50583333333,($/troy oz),2025.0,primary_element_proxy,medium,0.7668810289389068,7,high_cost
