material_id,formula_pretty,formula_match_key,elements,elements_list,material_family_key,material_family_match_key,is_stable,is_metal,symmetry,cluster_label,elements_parsed,formula_elements_ordered,primary_element_symbol,primary_element_name,single_element_name,candidate_price_keys,price_match_key,price_material,cost,unit,year,match_type,match_confidence,cluster_cost_percentile,cost_rank_within_cluster,cost_class_within_cluster
mp-567334,Ag(BCl)6,ag_bcl_6,"['Ag', 'B', 'Cl']","['Ag', 'B', 'Cl']",Ag_B_Cl,ag_b_cl,True,False,Cubic,0,"['Ag', 'B', 'Cl']","['Ag', 'B', 'Cl']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-568392,Ag10Te4Br3,ag10te4br3,"['Ag', 'Br', 'Te']","['Ag', 'Br', 'Te']",Ag_Br_Te,ag_br_te,True,False,Orthorhombic,0,"['Ag', 'Br', 'Te']","['Ag', 'Te', 'Br']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-1195193,Ag12Sn7H16(Se11N2)2,ag12sn7h16_se11n2_2,"['Ag', 'H', 'N', 'Se', 'Sn']","['Ag', 'H', 'N', 'Se', 'Sn']",Ag_H_N_Se_Sn,ag_h_n_se_sn,True,False,Monoclinic,0,"['Ag', 'H', 'N', 'Se', 'Sn']","['Ag', 'Sn', 'H', 'Se', 'N']",Ag,silver,,"['silver', 'tin']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-560328,Ag15P4S16Cl3,ag15p4s16cl3,"['Ag', 'Cl', 'P', 'S']","['Ag', 'Cl', 'P', 'S']",Ag_Cl_P_S,ag_cl_p_s,True,False,Cubic,0,"['Ag', 'Cl', 'P', 'S']","['Ag', 'P', 'S', 'Cl']",Ag,silver,,"['silver', 'phosphate_rock']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-1196546,Ag2Ge(S2O7)3,ag2ge_s2o7_3,"['Ag', 'Ge', 'O', 'S']","['Ag', 'Ge', 'O', 'S']",Ag_Ge_O_S,ag_ge_o_s,True,False,Trigonal,0,"['Ag', 'Ge', 'O', 'S']","['Ag', 'Ge', 'S', 'O']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-860963,Ag2H4(SO4)3,ag2h4_so4_3,"['Ag', 'H', 'O', 'S']","['Ag', 'H', 'O', 'S']",Ag_H_O_S,ag_h_o_s,True,False,Orthorhombic,0,"['Ag', 'H', 'O', 'S']","['Ag', 'H', 'S', 'O']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-1197599,Ag2Sn(S2O7)3,ag2sn_s2o7_3,"['Ag', 'O', 'S', 'Sn']","['Ag', 'O', 'S', 'Sn']",Ag_O_S_Sn,ag_o_s_sn,True,False,Trigonal,0,"['Ag', 'O', 'S', 'Sn']","['Ag', 'Sn', 'S', 'O']",Ag,silver,,"['silver', 'tin']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-662599,Ag3AsSe3,ag3asse3,"['Ag', 'As', 'Se']","['Ag', 'As', 'Se']",Ag_As_Se,ag_as_se,True,False,Orthorhombic,0,"['Ag', 'As', 'Se']","['Ag', 'As', 'Se']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-1201018,Ag3S4(O3F)4,ag3s4_o3f_4,"['Ag', 'F', 'O', 'S']","['Ag', 'F', 'O', 'S']",Ag_F_O_S,ag_f_o_s,True,True,Monoclinic,0,"['Ag', 'F', 'O', 'S']","['Ag', 'S', 'O', 'F']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-558550,Ag4Mo2Se3O16,ag4mo2se3o16,"['Ag', 'Mo', 'O', 'Se']","['Ag', 'Mo', 'O', 'Se']",Ag_Mo_O_Se,ag_mo_o_se,True,False,Orthorhombic,0,"['Ag', 'Mo', 'O', 'Se']","['Ag', 'Mo', 'Se', 'O']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-573465,Ag5Te2Cl,ag5te2cl,"['Ag', 'Cl', 'Te']","['Ag', 'Cl', 'Te']",Ag_Cl_Te,ag_cl_te,True,False,Orthorhombic,0,"['Ag', 'Cl', 'Te']","['Ag', 'Te', 'Cl']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-1195618,Ag9P14(OF)28,ag9p14_of_28,"['Ag', 'F', 'O', 'P']","['Ag', 'F', 'O', 'P']",Ag_F_O_P,ag_f_o_p,True,False,Monoclinic,0,"['Ag', 'F', 'O', 'P']","['Ag', 'P', 'O', 'F']",Ag,silver,,"['silver', 'phosphate_rock']",silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-703539,AgB11H6CBr6,agb11h6cbr6,"['Ag', 'B', 'Br', 'C', 'H']","['Ag', 'B', 'Br', 'C', 'H']",Ag_B_Br_C_H,ag_b_br_c_h,True,False,Orthorhombic,0,"['Ag', 'B', 'Br', 'C', 'H']","['Ag', 'B', 'H', 'C', 'Br']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-1195262,AgBi(IO3)4,agbi_io3_4,"['Ag', 'Bi', 'I', 'O']","['Ag', 'Bi', 'I', 'O']",Ag_Bi_I_O,ag_bi_i_o,True,False,Monoclinic,0,"['Ag', 'Bi', 'I', 'O']","['Ag', 'Bi', 'I', 'O']",Ag,silver,,['silver'],silver,Silver,39.80466666667,($/troy oz),2025.0,primary_element_proxy,medium,0.05859375,1,low_cost
mp-652364,PNCl2,pncl2,"['Cl', 'N', 'P']","['Cl', 'N', 'P']",Cl_N_P,cl_n_p,True,False,Orthorhombic,0,"['Cl', 'N', 'P']","['P', 'N', 'Cl']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-1197623,PH9(NO2)2,ph9_no2_2,"['H', 'N', 'O', 'P']","['H', 'N', 'O', 'P']",H_N_O_P,h_n_o_p,True,False,Monoclinic,0,"['H', 'N', 'O', 'P']","['P', 'H', 'N', 'O']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-759344,P3H30N7O12,p3h30n7o12,"['H', 'N', 'O', 'P']","['H', 'N', 'O', 'P']",H_N_O_P,h_n_o_p,True,False,Monoclinic,0,"['H', 'N', 'O', 'P']","['P', 'H', 'N', 'O']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-569386,P3NCl12,p3ncl12,"['Cl', 'N', 'P']","['Cl', 'N', 'P']",Cl_N_P,cl_n_p,True,False,Monoclinic,0,"['Cl', 'N', 'P']","['P', 'N', 'Cl']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-1194839,P3RhW2O15,p3rhw2o15,"['O', 'P', 'Rh', 'W']","['O', 'P', 'Rh', 'W']",O_P_Rh_W,o_p_rh_w,True,False,Monoclinic,0,"['O', 'P', 'Rh', 'W']","['P', 'Rh', 'W', 'O']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-1194833,P3RuW2O15,p3ruw2o15,"['O', 'P', 'Ru', 'W']","['O', 'P', 'Ru', 'W']",O_P_Ru_W,o_p_ru_w,True,False,Monoclinic,0,"['O', 'P', 'Ru', 'W']","['P', 'Ru', 'W', 'O']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-570583,P4N3Cl11,p4n3cl11,"['Cl', 'N', 'P']","['Cl', 'N', 'P']",Cl_N_P,cl_n_p,True,False,Monoclinic,0,"['Cl', 'N', 'P']","['P', 'N', 'Cl']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-559292,P6Pb3Xe11F58,p6pb3xe11f58,"['F', 'P', 'Pb', 'Xe']","['F', 'P', 'Pb', 'Xe']",F_P_Pb_Xe,f_p_pb_xe,True,False,Monoclinic,0,"['F', 'P', 'Pb', 'Xe']","['P', 'Pb', 'Xe', 'F']",P,phosphate,,"['phosphate_rock', 'lead']",phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-1198119,PH10S3N2O,ph10s3n2o,"['H', 'N', 'O', 'P', 'S']","['H', 'N', 'O', 'P', 'S']",H_N_O_P_S,h_n_o_p_s,True,False,Monoclinic,0,"['H', 'N', 'O', 'P', 'S']","['P', 'H', 'S', 'N', 'O']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-1220462,PH18N3O7,ph18n3o7,"['H', 'N', 'O', 'P']","['H', 'N', 'O', 'P']",H_N_O_P,h_n_o_p,True,False,Monoclinic,0,"['H', 'N', 'O', 'P']","['P', 'H', 'N', 'O']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-28892,PH4N3,ph4n3,"['H', 'N', 'P']","['H', 'N', 'P']",H_N_P,h_n_p,True,False,Monoclinic,0,"['H', 'N', 'P']","['P', 'H', 'N']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-707324,PH6SN3,ph6sn3,"['H', 'N', 'P', 'S']","['H', 'N', 'P', 'S']",H_N_P_S,h_n_p_s,True,False,Orthorhombic,0,"['H', 'N', 'P', 'S']","['P', 'H', 'S', 'N']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-646669,P28Pb5I2,p28pb5i2,"['I', 'P', 'Pb']","['I', 'P', 'Pb']",I_P_Pb,i_p_pb,True,False,Monoclinic,0,"['I', 'P', 'Pb']","['P', 'Pb', 'I']",P,phosphate,,"['phosphate_rock', 'lead']",phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-568348,P,p,['P'],['P'],P,p,True,False,Monoclinic,0,['P'],['P'],P,phosphate,phosphate,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,single_element_proxy,high,0.18359375,2,low_cost
mp-559182,P2IrClF6,p2irclf6,"['Cl', 'F', 'Ir', 'P']","['Cl', 'F', 'Ir', 'P']",Cl_F_Ir_P,cl_f_ir_p,True,False,Monoclinic,0,"['Cl', 'F', 'Ir', 'P']","['P', 'Ir', 'Cl', 'F']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-559115,P2RhClF6,p2rhclf6,"['Cl', 'F', 'P', 'Rh']","['Cl', 'F', 'P', 'Rh']",Cl_F_P_Rh,cl_f_p_rh,True,False,Monoclinic,0,"['Cl', 'F', 'P', 'Rh']","['P', 'Rh', 'Cl', 'F']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-779221,P2H9(CBr)3,p2h9_cbr_3,"['Br', 'C', 'H', 'P']","['Br', 'C', 'H', 'P']",Br_C_H_P,br_c_h_p,True,False,Monoclinic,0,"['Br', 'C', 'H', 'P']","['P', 'H', 'C', 'Br']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-1196394,P2H19C6I7N,p2h19c6i7n,"['C', 'H', 'I', 'N', 'P']","['C', 'H', 'I', 'N', 'P']",C_H_I_N_P,c_h_i_n_p,True,False,Triclinic,0,"['C', 'H', 'I', 'N', 'P']","['P', 'H', 'C', 'I', 'N']",P,phosphate,,['phosphate_rock'],phosphate_rock,Phosphate rock,152.5,($/mt),2025.0,primary_element_proxy,medium,0.18359375,2,low_cost
mp-561236,Pb13(Cl3O5)2,pb13_cl3o5_2,"['Cl', 'O', 'Pb']","['Cl', 'O', 'Pb']",Cl_O_Pb,cl_o_pb,True,False,Monoclinic,0,"['Cl', 'O', 'Pb']","['Pb', 'Cl', 'O']",Pb,lead,,['lead'],lead,Lead,1962.235,($/mt),2025.0,primary_element_proxy,medium,0.26171875,3,low_cost
mp-622491,Pb13(Br3O5)2,pb13_br3o5_2,"['Br', 'O', 'Pb']","['Br', 'O', 'Pb']",Br_O_Pb,br_o_pb,True,False,Monoclinic,0,"['Br', 'O', 'Pb']","['Pb', 'Br', 'O']",Pb,lead,,['lead'],lead,Lead,1962.235,($/mt),2025.0,primary_element_proxy,medium,0.26171875,3,low_cost
mp-740718,AlH6N2Cl3,alh6n2cl3,"['Al', 'Cl', 'H', 'N']","['Al', 'Cl', 'H', 'N']",Al_Cl_H_N,al_cl_h_n,True,False,Orthorhombic,0,"['Al', 'Cl', 'H', 'N']","['Al', 'H', 'N', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1198123,AlH7C2SCl4,alh7c2scl4,"['Al', 'C', 'Cl', 'H', 'S']","['Al', 'C', 'Cl', 'H', 'S']",Al_C_Cl_H_S,al_c_cl_h_s,True,False,Monoclinic,0,"['Al', 'C', 'Cl', 'H', 'S']","['Al', 'H', 'C', 'S', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-699469,AlH15N5Cl3,alh15n5cl3,"['Al', 'Cl', 'H', 'N']","['Al', 'Cl', 'H', 'N']",Al_Cl_H_N,al_cl_h_n,True,False,Orthorhombic,0,"['Al', 'Cl', 'H', 'N']","['Al', 'H', 'N', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-24554,AlH18C3(N3F2)3,alh18c3_n3f2_3,"['Al', 'C', 'F', 'H', 'N']","['Al', 'C', 'F', 'H', 'N']",Al_C_F_H_N,al_c_f_h_n,True,False,Cubic,0,"['Al', 'C', 'F', 'H', 'N']","['Al', 'H', 'C', 'N', 'F']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-28046,AlP2I9,alp2i9,"['Al', 'I', 'P']","['Al', 'I', 'P']",Al_I_P,al_i_p,True,False,Orthorhombic,0,"['Al', 'I', 'P']","['Al', 'P', 'I']",Al,aluminum,,"['aluminum', 'phosphate_rock']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-683949,AlP3(NCl3)3,alp3_ncl3_3,"['Al', 'Cl', 'N', 'P']","['Al', 'Cl', 'N', 'P']",Al_Cl_N_P,al_cl_n_p,True,False,Orthorhombic,0,"['Al', 'Cl', 'N', 'P']","['Al', 'P', 'N', 'Cl']",Al,aluminum,,"['aluminum', 'phosphate_rock']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-569751,AlPH8(CCl2)2,alph8_ccl2_2,"['Al', 'C', 'Cl', 'H', 'P']","['Al', 'C', 'Cl', 'H', 'P']",Al_C_Cl_H_P,al_c_cl_h_p,True,False,Monoclinic,0,"['Al', 'C', 'Cl', 'H', 'P']","['Al', 'P', 'H', 'C', 'Cl']",Al,aluminum,,"['aluminum', 'phosphate_rock']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-567743,AlSb2(TeCl2)2,alsb2_tecl2_2,"['Al', 'Cl', 'Sb', 'Te']","['Al', 'Cl', 'Sb', 'Te']",Al_Cl_Sb_Te,al_cl_sb_te,True,False,Triclinic,0,"['Al', 'Cl', 'Sb', 'Te']","['Al', 'Sb', 'Te', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-706243,Al2Si3H8(NO5)2,al2si3h8_no5_2,"['Al', 'H', 'N', 'O', 'Si']","['Al', 'H', 'N', 'O', 'Si']",Al_H_N_O_Si,al_h_n_o_si,True,False,Monoclinic,0,"['Al', 'H', 'N', 'O', 'Si']","['Al', 'Si', 'H', 'N', 'O']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1229054,Al53Fe17Si12,al53fe17si12,"['Al', 'Fe', 'Si']","['Al', 'Fe', 'Si']",Al_Fe_Si,al_fe_si,True,True,Triclinic,0,"['Al', 'Fe', 'Si']","['Al', 'Fe', 'Si']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-568001,AlHg2SbCl4,alhg2sbcl4,"['Al', 'Cl', 'Hg', 'Sb']","['Al', 'Cl', 'Hg', 'Sb']",Al_Cl_Hg_Sb,al_cl_hg_sb,True,False,Orthorhombic,0,"['Al', 'Cl', 'Hg', 'Sb']","['Al', 'Hg', 'Sb', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1215134,AlP2H12N3O8,alp2h12n3o8,"['Al', 'H', 'N', 'O', 'P']","['Al', 'H', 'N', 'O', 'P']",Al_H_N_O_P,al_h_n_o_p,True,False,Monoclinic,0,"['Al', 'H', 'N', 'O', 'P']","['Al', 'P', 'H', 'N', 'O']",Al,aluminum,,"['aluminum', 'phosphate_rock']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1198361,Al(BiCl)4,al_bicl_4,"['Al', 'Bi', 'Cl']","['Al', 'Bi', 'Cl']",Al_Bi_Cl,al_bi_cl,True,False,Hexagonal,0,"['Al', 'Bi', 'Cl']","['Al', 'Bi', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-866315,Al(Ni3B2)4,al_ni3b2_4,"['Al', 'B', 'Ni']","['Al', 'B', 'Ni']",Al_B_Ni,al_b_ni,True,True,Orthorhombic,0,"['Al', 'B', 'Ni']","['Al', 'Ni', 'B']",Al,aluminum,,"['aluminum', 'nickel']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-683984,Al(SeCl)4,al_secl_4,"['Al', 'Cl', 'Se']","['Al', 'Cl', 'Se']",Al_Cl_Se,al_cl_se,True,False,Orthorhombic,0,"['Al', 'Cl', 'Se']","['Al', 'Se', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-574529,Al(SeCl2)2,al_secl2_2,"['Al', 'Cl', 'Se']","['Al', 'Cl', 'Se']",Al_Cl_Se,al_cl_se,True,False,Orthorhombic,0,"['Al', 'Cl', 'Se']","['Al', 'Se', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-540628,Al(TeCl2)2,al_tecl2_2,"['Al', 'Cl', 'Te']","['Al', 'Cl', 'Te']",Al_Cl_Te,al_cl_te,True,False,Orthorhombic,0,"['Al', 'Cl', 'Te']","['Al', 'Te', 'Cl']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1214980,Al11(CoSi)6,al11_cosi_6,"['Al', 'Co', 'Si']","['Al', 'Co', 'Si']",Al_Co_Si,al_co_si,True,True,Monoclinic,0,"['Al', 'Co', 'Si']","['Al', 'Co', 'Si']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1215020,Al2(Zn13Pd3)3,al2_zn13pd3_3,"['Al', 'Pd', 'Zn']","['Al', 'Pd', 'Zn']",Al_Pd_Zn,al_pd_zn,True,True,Cubic,0,"['Al', 'Pd', 'Zn']","['Al', 'Zn', 'Pd']",Al,aluminum,,"['aluminum', 'zinc']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-572634,Al2AgCl5O,al2agcl5o,"['Ag', 'Al', 'Cl', 'O']","['Ag', 'Al', 'Cl', 'O']",Ag_Al_Cl_O,ag_al_cl_o,True,False,Orthorhombic,0,"['Ag', 'Al', 'Cl', 'O']","['Al', 'Ag', 'Cl', 'O']",Al,aluminum,,"['aluminum', 'silver']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-850293,Al2H16S3O20,al2h16s3o20,"['Al', 'H', 'O', 'S']","['Al', 'H', 'O', 'S']",Al_H_O_S,al_h_o_s,True,False,Monoclinic,0,"['Al', 'H', 'O', 'S']","['Al', 'H', 'S', 'O']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1196041,Al2H32S3O28,al2h32s3o28,"['Al', 'H', 'O', 'S']","['Al', 'H', 'O', 'S']",Al_H_O_S,al_h_o_s,True,False,Triclinic,0,"['Al', 'H', 'O', 'S']","['Al', 'H', 'S', 'O']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1196459,Al2Sb5(Se2Br3)3,al2sb5_se2br3_3,"['Al', 'Br', 'Sb', 'Se']","['Al', 'Br', 'Sb', 'Se']",Al_Br_Sb_Se,al_br_sb_se,True,False,Monoclinic,0,"['Al', 'Br', 'Sb', 'Se']","['Al', 'Sb', 'Se', 'Br']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1195073,Al2Si2PbO8,al2si2pbo8,"['Al', 'O', 'Pb', 'Si']","['Al', 'O', 'Pb', 'Si']",Al_O_Pb_Si,al_o_pb_si,True,False,Monoclinic,0,"['Al', 'O', 'Pb', 'Si']","['Al', 'Si', 'Pb', 'O']",Al,aluminum,,"['aluminum', 'lead']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-730446,AlH10SO9F,alh10so9f,"['Al', 'F', 'H', 'O', 'S']","['Al', 'F', 'H', 'O', 'S']",Al_F_H_O_S,al_f_h_o_s,True,False,Orthorhombic,0,"['Al', 'F', 'H', 'O', 'S']","['Al', 'H', 'S', 'O', 'F']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-1199829,AlH15Br3N5,alh15br3n5,"['Al', 'Br', 'H', 'N']","['Al', 'Br', 'H', 'N']",Al_Br_H_N,al_br_h_n,True,False,Orthorhombic,0,"['Al', 'Br', 'H', 'N']","['Al', 'H', 'Br', 'N']",Al,aluminum,,['aluminum'],aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-530331,Al6SnTe10,al6snte10,"['Al', 'Sn', 'Te']","['Al', 'Sn', 'Te']",Al_Sn_Te,al_sn_te,True,False,Trigonal,0,"['Al', 'Sn', 'Te']","['Al', 'Sn', 'Te']",Al,aluminum,,"['aluminum', 'tin']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-13875,Al8(Pb3O7)3,al8_pb3o7_3,"['Al', 'O', 'Pb']","['Al', 'O', 'Pb']",Al_O_Pb,al_o_pb,True,False,Cubic,0,"['Al', 'O', 'Pb']","['Al', 'Pb', 'O']",Al,aluminum,,"['aluminum', 'lead']",aluminum,Aluminum,2631.69583333333,($/mt),2025.0,primary_element_proxy,medium,0.37890625,4,low_cost
mp-581951,Zn53Ni16,zn53ni16,"['Ni', 'Zn']","['Ni', 'Zn']",Ni_Zn,ni_zn,True,True,Orthorhombic,0,"['Ni', 'Zn']","['Zn', 'Ni']",Zn,zinc,,"['zinc', 'nickel']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.5703125,5,medium_cost
mp-1199741,Zn3TeP2Pb3O14,zn3tep2pb3o14,"['O', 'P', 'Pb', 'Te', 'Zn']","['O', 'P', 'Pb', 'Te', 'Zn']",O_P_Pb_Te_Zn,o_p_pb_te_zn,True,False,Monoclinic,0,"['O', 'P', 'Pb', 'Te', 'Zn']","['Zn', 'Te', 'P', 'Pb', 'O']",Zn,zinc,,"['zinc', 'phosphate_rock', 'lead']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.5703125,5,medium_cost
mp-1196112,ZnSb3XeF23,znsb3xef23,"['F', 'Sb', 'Xe', 'Zn']","['F', 'Sb', 'Xe', 'Zn']",F_Sb_Xe_Zn,f_sb_xe_zn,True,False,Monoclinic,0,"['F', 'Sb', 'Xe', 'Zn']","['Zn', 'Sb', 'Xe', 'F']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.5703125,5,medium_cost
mp-1201551,ZnSb4H18S7N6,znsb4h18s7n6,"['H', 'N', 'S', 'Sb', 'Zn']","['H', 'N', 'S', 'Sb', 'Zn']",H_N_S_Sb_Zn,h_n_s_sb_zn,True,False,Triclinic,0,"['H', 'N', 'S', 'Sb', 'Zn']","['Zn', 'Sb', 'H', 'S', 'N']",Zn,zinc,,['zinc'],zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.5703125,5,medium_cost
mp-2713863,ZnSn(SO4)3,znsn_so4_3,"['O', 'S', 'Sn', 'Zn']","['O', 'S', 'Sn', 'Zn']",O_S_Sn_Zn,o_s_sn_zn,True,False,Trigonal,0,"['O', 'S', 'Sn', 'Zn']","['Zn', 'Sn', 'S', 'O']",Zn,zinc,,"['zinc', 'tin']",zinc,Zinc,2867.52833333333,($/mt),2025.0,primary_element_proxy,medium,0.5703125,5,medium_cost
